latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°),precipitation_probability (%),rain (mm)
2025-11-04T20:00,9.6,88,1022.4,6.5,161,0,0.00
2025-11-04T21:00,9.0,91,1021.7,7.3,160,0,0.00
2025-11-04T22:00,8.7,90,1021.9,8.6,158,0,0.00
2025-11-04T23:00,8.4,89,1022.1,7.9,156,0,0.00
2025-11-05T00:00,7.6,91,1022.3,8.2,151,0,0.00
2025-11-05T01:00,7.4,90,1021.7,9.5,151,0,0.00
2025-11-05T02:00,7.0,90,1021.3,8.8,161,0,0.00
2025-11-05T03:00,6.9,91,1020.8,9.0,164,0,0.00
2025-11-05T04:00,6.9,90,1020.5,10.0,154,0,0.00
2025-11-05T05:00,6.9,90,1020.7,7.6,161,0,0.00
2025-11-05T06:00,6.6,90,1020.8,8.0,172,0,0.00
2025-11-05T07:00,6.9,88,1020.5,8.0,175,0,0.00
2025-11-05T08:00,7.5,84,1020.5,8.5,168,0,0.00
2025-11-05T09:00,9.4,74,1019.8,9.0,175,0,0.00
2025-11-05T10:00,11.4,65,1020.6,9.7,182,0,0.00
2025-11-05T11:00,13.3,58,1020.1,10.4,182,0,0.00
2025-11-05T12:00,14.6,54,1019.5,8.4,200,0,0.00
2025-11-05T13:00,15.4,53,1019.2,9.4,187,0,0.00
2025-11-05T14:00,15.8,54,1019.0,9.1,187,0,0.00
2025-11-05T15:00,15.5,54,1018.4,7.2,186,0,0.00
2025-11-05T16:00,14.2,61,1018.3,5.8,173,0,0.00
2025-11-05T17:00,12.7,67,1018.9,6.3,167,0,0.00
2025-11-05T18:00,11.6,70,1019.1,6.7,164,0,0.00
2025-11-05T19:00,10.8,72,1019.5,6.1,152,0,0.00
2025-11-05T20:00,10.0,77,1019.3,6.0,147,0,0.00
2025-11-05T21:00,9.0,84,1018.5,7.3,147,0,0.00
2025-11-05T22:00,8.3,80,1018.1,8.5,144,0,0.00
2025-11-05T23:00,7.8,79,1018.0,9.8,144,0,0.00
2025-11-06T00:00,7.2,82,1018.1,8.1,148,0,0.00
2025-11-06T01:00,7.1,84,1018.0,6.9,141,0,0.00
2025-11-06T02:00,7.1,84,1017.5,6.9,141,0,0.00
2025-11-06T03:00,6.4,86,1017.3,6.9,137,0,0.00
2025-11-06T04:00,6.2,87,1016.4,8.7,132,0,0.00
2025-11-06T05:00,6.2,87,1016.3,6.6,139,0,0.00
2025-11-06T06:00,6.1,86,1016.0,7.5,125,0,0.00
2025-11-06T07:00,6.4,82,1015.8,10.2,129,0,0.00
2025-11-06T08:00,7.8,75,1016.5,9.4,137,0,0.00
2025-11-06T09:00,9.7,70,1016.0,11.0,131,0,0.00
2025-11-06T10:00,11.5,62,1015.1,11.5,129,0,0.00
2025-11-06T11:00,13.0,54,1014.5,12.0,123,0,0.00
2025-11-06T12:00,14.4,47,1014.3,12.4,120,0,0.00
2025-11-06T13:00,15.0,46,1013.7,12.2,124,0,0.00
2025-11-06T14:00,14.9,47,1013.5,12.2,124,0,0.00
2025-11-06T15:00,14.1,51,1012.6,10.0,116,0,0.00
2025-11-06T16:00,12.6,59,1012.5,10.8,111,0,0.00
2025-11-06T17:00,11.0,70,1012.7,9.7,117,0,0.00
2025-11-06T18:00,9.7,80,1013.5,7.9,120,0,0.00
2025-11-06T19:00,9.0,81,1013.4,8.0,117,0,0.00
2025-11-06T20:00,8.5,83,1013.6,8.6,112,0,0.00
2025-11-06T21:00,7.9,87,1013.2,9.0,119,0,0.00
2025-11-06T22:00,8.1,83,1013.3,8.4,137,0,0.00
2025-11-06T23:00,7.9,82,1013.1,8.9,140,0,0.00
2025-11-07T00:00,7.3,81,1012.9,9.8,144,0,0.00
2025-11-07T01:00,7.0,83,1012.7,9.5,151,0,0.00
2025-11-07T02:00,6.8,85,1012.7,8.5,152,0,0.00
2025-11-07T03:00,6.6,83,1012.5,7.8,146,0,0.00
2025-11-07T04:00,6.3,84,1012.2,9.3,144,0,0.00
2025-11-07T05:00,6.2,86,1012.7,9.3,144,0,0.00
2025-11-07T06:00,5.6,88,1012.9,8.4,149,0,0.00
2025-11-07T07:00,5.6,89,1012.7,8.1,148,0,0.00
2025-11-07T08:00,6.2,86,1013.1,8.7,150,0,0.00
2025-11-07T09:00,7.8,80,1013.0,9.1,162,0,0.00
2025-11-07T10:00,9.4,74,1013.0,9.0,157,0,0.00
2025-11-07T11:00,10.9,69,1012.7,9.7,158,0,0.00
2025-11-07T12:00,11.7,64,1012.3,9.8,163,0,0.00
2025-11-07T13:00,12.4,62,1012.3,9.8,163,0,0.00
2025-11-07T14:00,12.9,60,1011.9,6.8,162,0,0.00
2025-11-07T15:00,12.5,63,1012.2,4.9,163,0,0.00
2025-11-07T16:00,11.6,67,1012.4,4.4,145,0,0.00
2025-11-07T17:00,10.6,72,1012.6,5.5,148,0,0.00
2025-11-07T18:00,9.4,77,1012.2,4.0,153,0,0.00
2025-11-07T19:00,8.7,77,1013.1,5.0,150,0,0.00
2025-11-07T20:00,8.1,80,1013.5,4.4,145,0,0.00
2025-11-07T21:00,6.5,94,1013.7,4.1,135,0,0.00
2025-11-07T22:00,6.1,94,1014.1,3.6,135,0,0.00
2025-11-07T23:00,5.7,94,1014.0,4.6,135,0,0.00
2025-11-08T00:00,5.2,96,1013.9,4.9,144,0,0.00
2025-11-08T01:00,4.9,96,1013.9,4.4,145,0,0.00
2025-11-08T02:00,4.6,96,1014.1,3.8,139,0,0.00
2025-11-08T03:00,3.4,100,1014.1,3.9,112,0,0.00
2025-11-08T04:00,2.7,100,1013.6,4.2,121,0,0.00
2025-11-08T05:00,3.6,97,1014.3,4.4,145,0,0.00
2025-11-08T06:00,3.2,95,1014.6,5.0,150,0,0.00
2025-11-08T07:00,3.5,92,1014.1,4.6,162,0,0.00
2025-11-08T08:00,4.2,89,1014.5,5.2,146,0,0.00
2025-11-08T09:00,5.4,86,1015.4,4.4,171,0,0.00
2025-11-08T10:00,6.5,81,1015.3,5.0,201,0,0.00
2025-11-08T11:00,7.1,78,1015.3,5.7,215,0,0.00
2025-11-08T12:00,7.3,80,1014.5,5.6,207,0,0.00
2025-11-08T13:00,7.9,78,1014.3,4.7,180,0,0.00
2025-11-08T14:00,8.1,78,1014.8,5.8,176,0,0.00
2025-11-08T15:00,7.9,79,1015.0,6.5,214,0,0.00
2025-11-08T16:00,7.0,81,1014.9,5.8,240,0,0.00
2025-11-08T17:00,6.5,83,1015.5,3.7,241,0,0.00
2025-11-08T18:00,5.8,85,1015.7,2.2,279,0,0.00
2025-11-08T19:00,5.5,87,1015.8,1.4,180,0,0.00
2025-11-08T20:00,5.1,90,1016.5,1.5,194,0,0.00
2025-11-08T21:00,4.4,95,1016.9,0.8,153,0,0.00
2025-11-08T22:00,3.7,99,1016.6,1.1,180,0,0.00
2025-11-08T23:00,3.4,99,1016.3,1.3,146,0,0.00
2025-11-09T00:00,2.8,100,1017.1,2.3,141,0,0.00
2025-11-09T01:00,2.5,100,1016.7,2.9,150,0,0.00
2025-11-09T02:00,2.5,100,1016.3,2.2,180,0,0.00
2025-11-09T03:00,2.6,97,1016.2,2.3,129,0,0.00
2025-11-09T04:00,2.9,95,1016.0,3.6,135,0,0.00
2025-11-09T05:00,3.0,95,1016.0,3.6,127,0,0.00
2025-11-09T06:00,2.9,98,1015.9,4.2,149,0,0.00
2025-11-09T07:00,3.2,96,1016.3,3.3,167,0,0.00
2025-11-09T08:00,3.9,92,1016.5,3.9,158,0,0.00
2025-11-09T09:00,4.8,90,1016.4,3.2,153,0,0.00
2025-11-09T10:00,5.5,88,1017.2,2.5,180,0,0.00
2025-11-09T11:00,6.8,83,1017.1,2.3,162,0,0.00
2025-11-09T12:00,7.9,80,1016.3,3.7,169,0,0.00
2025-11-09T13:00,8.1,79,1016.2,3.6,174,0,0.00
2025-11-09T14:00,8.3,78,1015.7,2.2,189,0,0.00
2025-11-09T15:00,8.4,78,1015.6,3.1,234,0,0.00
2025-11-09T16:00,8.4,78,1015.9,2.3,162,3,0.00
2025-11-09T17:00,8.4,79,1016.5,2.5,188,5,0.00
2025-11-09T18:00,8.2,81,1016.7,3.4,212,10,0.00
2025-11-09T19:00,8.1,83,1016.2,1.9,202,0,0.00
2025-11-09T20:00,8.1,84,1016.5,3.3,221,0,0.00
2025-11-09T21:00,8.0,87,1016.2,3.2,207,0,0.00
2025-11-09T22:00,8.0,88,1016.0,2.6,236,0,0.00
2025-11-09T23:00,8.0,88,1016.0,3.6,180,0,0.00
2025-11-10T00:00,8.1,90,1015.9,2.6,254,0,0.00
2025-11-10T01:00,8.2,90,1015.9,0.8,207,0,0.00
2025-11-10T02:00,8.2,90,1015.3,2.0,225,5,0.00
2025-11-10T03:00,7.8,93,1015.7,2.1,149,8,0.00
2025-11-10T04:00,7.7,94,1015.3,2.2,171,10,0.00
2025-11-10T05:00,7.8,95,1015.2,3.1,159,8,0.00
2025-11-10T06:00,7.8,94,1015.8,4.0,180,10,0.00
2025-11-10T07:00,7.8,95,1015.1,4.1,165,10,0.00
2025-11-10T08:00,7.9,94,1015.6,5.3,152,13,0.00
2025-11-10T09:00,8.2,94,1015.5,1.9,202,25,0.40
2025-11-10T10:00,8.7,94,1014.4,5.0,201,23,0.00
2025-11-10T11:00,9.4,91,1014.9,5.0,240,10,0.00
2025-11-10T12:00,9.9,92,1015.1,4.7,274,8,0.00
2025-11-10T13:00,10.3,88,1014.4,4.3,275,0,0.00
2025-11-10T14:00,10.5,86,1014.2,5.1,262,0,0.00
2025-11-10T15:00,10.2,89,1014.2,5.5,247,0,0.00
2025-11-10T16:00,10.0,86,1014.2,7.3,259,0,0.00
2025-11-10T17:00,9.7,87,1014.6,7.7,259,3,0.00
2025-11-10T18:00,8.9,90,1014.8,4.3,222,0,0.00
2025-11-10T19:00,8.0,94,1014.1,5.1,219,0,0.00
2025-11-10T20:00,7.3,96,1014.4,3.3,186,0,0.00
2025-11-10T21:00,6.6,96,1014.9,4.3,204,0,0.00
2025-11-10T22:00,6.2,94,1014.6,4.7,184,0,0.00
2025-11-10T23:00,4.9,100,1013.9,5.4,160,0,0.00
2025-11-11T00:00,4.4,100,1014.4,5.9,166,0,0.00
2025-11-11T01:00,4.6,100,1014.1,6.4,153,0,0.00
2025-11-11T02:00,4.9,100,1013.7,5.9,142,0,0.00
2025-11-11T03:00,4.2,100,1013.3,5.9,142,0,0.00
2025-11-11T04:00,3.8,100,1012.4,7.7,152,0,0.00
2025-11-11T05:00,4.4,99,1012.3,8.6,165,0,0.00
2025-11-11T06:00,4.8,94,1012.6,8.0,175,18,0.00
2025-11-11T07:00,5.4,93,1013.2,7.8,193,75,0.20
2025-11-11T08:00,5.9,92,1013.2,7.1,210,83,0.20
2025-11-11T09:00,6.2,93,1013.7,5.0,210,33,0.60
2025-11-11T10:00,6.9,91,1013.8,4.8,222,45,0.10
2025-11-11T11:00,8.5,88,1013.9,7.0,235,33,0.00
2025-11-11T12:00,9.2,88,1012.9,7.6,239,13,0.00
2025-11-11T13:00,10.1,83,1013.9,15.0,259,0,0.00
2025-11-11T14:00,10.4,83,1014.2,7.4,256,3,0.00
2025-11-11T15:00,10.5,88,1014.2,7.0,235,0,0.00
2025-11-11T16:00,10.4,87,1015.2,6.6,257,0,0.00
2025-11-11T17:00,10.2,88,1015.6,6.6,248,0,0.00
2025-11-11T18:00,10.2,88,1016.1,6.4,243,0,0.00
2025-11-11T19:00,9.9,89,1016.0,4.9,234,0,0.00
2025-11-11T20:00,9.1,93,1016.8,4.7,212,0,0.00
2025-11-11T21:00,8.7,94,1016.7,4.2,200,0,0.00
2025-11-11T22:00,8.2,95,1016.6,3.7,209,0,0.00
2025-11-11T23:00,7.9,94,1016.8,5.2,192,0,0.00
2025-11-12T00:00,6.6,97,1017.4,4.8,167,0,0.00
2025-11-12T01:00,5.9,98,1018.1,5.1,184,0,0.00
2025-11-12T02:00,5.6,97,1018.4,4.1,165,0,0.00
2025-11-12T03:00,5.1,98,1017.5,5.9,169,0,0.00
2025-11-12T04:00,5.1,97,1016.5,7.7,143,0,0.00
2025-11-12T05:00,5.0,97,1017.2,6.0,155,0,0.00
2025-11-12T06:00,4.8,97,1017.1,7.7,139,0,0.00
2025-11-12T07:00,4.5,100,1017.5,8.2,157,0,0.00
2025-11-12T08:00,4.9,100,1017.0,9.3,144,0,0.00
2025-11-12T09:00,6.5,87,1017.1,8.9,159,0,0.00
2025-11-12T10:00,7.9,82,1016.2,10.2,162,0,0.00
2025-11-12T11:00,9.6,78,1015.9,11.6,164,0,0.00
2025-11-12T12:00,11.4,74,1015.6,10.5,172,0,0.00
2025-11-12T13:00,12.0,70,1014.4,10.5,174,0,0.00
2025-11-12T14:00,12.2,69,1014.2,10.9,172,0,0.00
2025-11-12T15:00,11.6,75,1014.1,10.9,163,0,0.00
2025-11-12T16:00,10.9,80,1013.7,9.1,173,0,0.00
2025-11-12T17:00,10.3,85,1013.3,8.6,165,0,0.00
2025-11-12T18:00,9.8,85,1013.0,10.5,176,0,0.00
2025-11-12T19:00,9.9,84,1013.0,10.1,182,0,0.00
2025-11-12T20:00,9.8,83,1013.2,9.3,193,0,0.00
2025-11-12T21:00,9.4,83,1012.5,8.7,187,0,0.00
2025-11-12T22:00,9.2,83,1012.0,10.3,192,0,0.00
2025-11-12T23:00,8.9,84,1012.0,8.9,194,0,0.00
2025-11-13T00:00,8.3,83,1011.9,9.1,189,0,0.00
2025-11-13T01:00,8.0,83,1011.8,8.0,185,0,0.00
2025-11-13T02:00,7.8,83,1011.9,8.7,197,0,0.00
2025-11-13T03:00,7.6,81,1010.9,8.7,187,0,0.00
2025-11-13T04:00,7.5,80,1010.8,8.9,194,0,0.00
2025-11-13T05:00,7.5,80,1010.9,8.7,187,0,0.00
2025-11-13T06:00,7.5,79,1009.6,9.4,184,0,0.00
2025-11-13T07:00,8.2,76,1010.3,9.7,202,0,0.00
2025-11-13T08:00,9.0,74,1010.8,9.7,207,0,0.00
2025-11-13T09:00,10.5,69,1010.6,10.5,207,0,0.00
2025-11-13T10:00,12.4,63,1009.8,13.0,204,0,0.00
2025-11-13T11:00,14.0,59,1010.0,12.4,216,0,0.00
2025-11-13T12:00,15.3,57,1010.0,10.6,215,0,0.00
2025-11-13T13:00,15.5,57,1009.9,11.1,216,0,0.00
2025-11-13T14:00,15.4,59,1009.9,9.7,207,0,0.00
2025-11-13T15:00,14.8,62,1009.7,10.1,207,0,0.00
2025-11-13T16:00,13.9,66,1010.3,9.5,209,0,0.00
2025-11-13T17:00,13.2,69,1011.1,9.4,220,0,0.00
2025-11-13T18:00,13.0,69,1011.6,9.4,223,0,0.00
2025-11-13T19:00,12.7,71,1011.4,10.3,216,0,0.00
2025-11-13T20:00,12.4,74,1011.9,7.9,223,3,0.00
2025-11-13T21:00,12.7,73,1012.5,8.2,218,5,0.00
2025-11-13T22:00,12.1,76,1012.3,9.3,216,10,0.00
2025-11-13T23:00,11.9,77,1012.2,6.1,230,8,0.00
2025-11-14T00:00,12.0,76,1012.6,6.0,213,10,0.40
2025-11-14T01:00,11.8,78,1012.1,4.9,216,5,0.00
2025-11-14T02:00,11.7,79,1011.9,4.9,216,8,0.00
2025-11-14T03:00,11.7,80,1012.4,5.0,210,60,0.00
2025-11-14T04:00,11.3,83,1010.0,7.8,124,93,0.10
2025-11-14T05:00,11.2,83,1010.9,5.3,208,95,0.20
2025-11-14T06:00,10.8,87,1011.6,4.5,151,80,0.30
2025-11-14T07:00,10.5,88,1010.9,6.4,128,63,0.00
2025-11-14T08:00,10.7,87,1010.1,5.8,150,55,0.00
2025-11-14T09:00,10.9,82,1010.1,5.8,90,20,0.00
2025-11-14T10:00,11.3,78,1009.4,7.6,90,8,0.00
2025-11-14T11:00,11.6,74,1008.4,7.0,111,3,0.00
2025-11-14T12:00,12.1,72,1008.0,3.6,53,3,0.00
2025-11-14T13:00,12.4,71,1007.7,6.4,52,0,0.00
2025-11-14T14:00,12.0,75,1007.2,9.0,61,0,0.00
2025-11-14T15:00,11.2,81,1007.3,8.1,69,3,0.00
2025-11-14T16:00,10.7,80,1008.8,9.2,26,10,0.00
2025-11-14T17:00,9.3,88,1008.7,12.0,44,60,0.10
2025-11-14T18:00,9.2,90,1007.9,11.5,39,80,0.20
2025-11-14T19:00,8.7,88,1009.5,10.7,33,93,0.40
2025-11-14T20:00,8.5,88,1009.9,11.8,50,93,0.30
2025-11-14T21:00,8.2,87,1011.5,10.6,28,100,0.40
2025-11-14T22:00,7.6,86,1011.5,13.4,36,100,0.40
2025-11-14T23:00,7.2,87,1012.3,12.7,43,98,0.30
2025-11-15T00:00,6.8,86,1013.2,13.8,47,100,0.40
2025-11-15T01:00,6.6,86,1013.6,13.6,50,98,0.20
2025-11-15T02:00,6.4,85,1014.1,13.5,61,100,0.20
2025-11-15T03:00,6.0,84,1014.5,15.5,54,93,0.30
2025-11-15T04:00,5.9,85,1015.8,13.5,56,88,1.10
2025-11-15T05:00,5.9,83,1016.1,14.0,72,93,0.70
2025-11-15T06:00,6.1,83,1017.5,15.4,69,100,0.30
2025-11-15T07:00,6.0,81,1016.9,18.2,76,100,0.90
2025-11-15T08:00,5.9,80,1017.2,18.0,87,100,0.80
2025-11-15T09:00,5.8,80,1019.0,13.4,96,100,1.10
2025-11-15T10:00,6.1,79,1018.2,18.4,88,98,1.10
2025-11-15T11:00,5.7,79,1017.8,17.3,88,95,0.50
2025-11-15T12:00,5.6,79,1016.9,18.4,91,90,0.50
2025-11-15T13:00,5.4,78,1015.1,17.6,91,88,0.70
2025-11-15T14:00,5.7,79,1014.8,14.3,100,95,0.40
2025-11-15T15:00,6.1,83,1015.4,13.4,98,95,0.20
2025-11-15T16:00,6.0,84,1014.7,14.2,99,100,0.70
2025-11-15T17:00,5.6,86,1014.8,15.0,100,100,1.50
2025-11-15T18:00,5.6,87,1015.0,14.2,97,100,1.00
2025-11-15T19:00,5.5,88,1013.7,15.8,102,98,0.90
2025-11-15T20:00,5.3,89,1012.9,17.2,106,100,0.80
2025-11-15T21:00,5.4,89,1013.1,12.1,120,100,0.80
2025-11-15T22:00,5.2,89,1012.3,11.8,110,100,0.20
2025-11-15T23:00,5.2,91,1011.5,10.6,114,100,1.30
2025-11-16T00:00,5.3,92,1010.3,11.2,123,90,0.10
2025-11-16T01:00,5.5,92,1009.6,12.0,131,53,0.00
2025-11-16T02:00,5.7,93,1009.0,8.6,147,23,0.00
2025-11-16T03:00,5.9,94,1008.2,7.4,151,5,0.00
2025-11-16T04:00,6.1,96,1007.1,4.8,153,8,0.00
2025-11-16T05:00,6.4,96,1006.8,5.2,155,5,0.00
2025-11-16T06:00,6.5,97,1006.4,4.9,163,3,0.00
2025-11-16T07:00,6.8,96,1006.3,4.7,184,0,0.00
2025-11-16T08:00,7.2,95,1006.0,6.4,218,0,0.00
2025-11-16T09:00,7.4,92,1006.1,4.7,247,0,0.00
2025-11-16T10:00,8.0,89,1005.7,3.6,225,0,0.00
2025-11-16T11:00,8.7,87,1004.9,5.4,217,0,0.00
2025-11-16T12:00,9.9,85,1004.2,6.5,273,10,0.00
2025-11-16T13:00,9.6,87,1004.0,7.2,264,45,0.00
2025-11-16T14:00,9.0,90,1003.5,8.0,280,75,0.00
2025-11-16T15:00,7.6,92,1004.5,11.6,306,75,0.40
2025-11-16T16:00,6.8,85,1003.8,10.0,322,88,0.40
2025-11-16T17:00,6.4,85,1004.4,8.1,315,78,0.00
2025-11-16T18:00,5.9,85,1005.1,10.5,338,78,0.40
2025-11-16T19:00,5.6,88,1005.4,8.9,317,93,0.20
2025-11-16T20:00,5.5,85,1005.4,7.9,336,98,1.10
2025-11-16T21:00,5.9,88,1005.7,8.3,304,93,0.10
2025-11-16T22:00,5.6,87,1005.4,9.2,312,33,0.00
2025-11-16T23:00,5.2,86,1005.5,8.4,295,0,0.00
2025-11-17T00:00,4.8,91,1006.0,10.2,288,0,0.00
2025-11-17T01:00,4.4,87,1004.8,8.6,292,0,0.00
2025-11-17T02:00,4.2,86,1004.3,8.6,272,0,0.00
2025-11-17T03:00,3.8,88,1005.0,8.2,247,0,0.00
2025-11-17T04:00,3.6,87,1003.8,9.5,245,0,0.00
2025-11-17T05:00,3.7,86,1003.9,9.0,233,5,0.00
2025-11-17T06:00,3.8,87,1004.5,9.6,250,28,0.00
2025-11-17T07:00,3.8,86,1003.7,10.6,280,78,0.00
2025-11-17T08:00,3.8,88,1003.4,11.1,295,75,0.40
2025-11-17T09:00,4.0,90,1004.2,10.6,305,50,0.00
2025-11-17T10:00,4.5,88,1004.7,10.9,316,20,0.00
2025-11-17T11:00,5.2,80,1004.9,9.5,323,3,0.00
2025-11-17T12:00,5.3,76,1006.5,9.9,316,0,0.00
2025-11-17T13:00,6.1,68,1006.1,11.5,328,0,0.00
2025-11-17T14:00,6.0,71,1006.8,10.4,304,18,0.00
2025-11-17T15:00,5.4,82,1007.4,11.3,297,43,0.00
2025-11-17T16:00,4.4,80,1009.0,11.1,295,5,0.80
2025-11-17T17:00,4.3,83,1010.1,11.2,291,0,0.00
2025-11-17T18:00,3.6,86,1011.6,11.3,301,0,0.00
2025-11-17T19:00,3.0,88,1012.0,11.0,302,0,0.00
2025-11-17T20:00,2.5,87,1013.3,9.8,298,0,0.00
2025-11-17T21:00,1.9,88,1014.4,9.8,287,0,0.00
2025-11-17T22:00,1.8,89,1014.0,10.2,280,0,0.00
2025-11-17T23:00,1.6,89,1014.3,11.3,277,0,0.00
2025-11-18T00:00,1.3,88,1015.0,10.5,264,0,0.00
2025-11-18T01:00,1.2,86,1014.9,11.6,263,0,0.00
2025-11-18T02:00,1.3,84,1015.2,13.0,265,0,0.00
2025-11-18T03:00,1.5,86,1015.4,12.6,268,0,0.00
2025-11-18T04:00,1.9,88,1014.5,11.2,249,0,0.00
2025-11-18T05:00,2.0,90,1014.9,12.2,251,5,0.00
2025-11-18T06:00,2.3,89,1014.9,13.5,254,0,0.00
2025-11-18T07:00,2.5,89,1014.8,13.7,252,10,0.00
2025-11-18T08:00,2.9,87,1015.5,17.1,255,13,0.00
2025-11-18T09:00,3.7,82,1015.8,15.8,258,3,0.00
2025-11-18T10:00,4.3,79,1014.9,15.5,258,3,0.00
2025-11-18T11:00,5.3,73,1014.6,19.9,265,5,0.00
2025-11-18T12:00,5.9,72,1014.6,16.2,258,23,0.00
2025-11-18T13:00,6.0,73,1014.1,17.7,250,53,0.00
2025-11-18T14:00,6.1,73,1014.0,17.3,247,20,0.00
2025-11-18T15:00,5.9,75,1013.4,15.3,243,10,0.00
2025-11-18T16:00,5.5,76,1013.0,12.6,239,15,0.00
2025-11-18T17:00,5.0,80,1013.1,11.5,226,20,0.00
2025-11-18T18:00,4.2,84,1012.5,13.8,219,28,0.00
2025-11-18T19:00,3.9,86,1012.2,13.0,219,55,0.20
2025-11-18T20:00,3.9,84,1012.0,14.1,220,45,0.10
2025-11-18T21:00,4.0,83,1011.9,15.4,217,23,0.00
2025-11-18T22:00,3.7,83,1011.5,15.5,216,58,0.00
2025-11-18T23:00,3.3,84,1011.0,16.6,214,95,0.10
2025-11-19T00:00,3.1,84,1011.0,17.4,220,90,0.40
2025-11-19T01:00,2.9,85,1010.0,16.7,217,90,0.40
2025-11-19T02:00,2.5,86,1009.9,18.8,223,98,0.80
2025-11-19T03:00,2.5,87,1009.5,15.0,226,78,0.10
2025-11-19T04:00,2.6,88,1008.9,13.2,225,38,0.00
2025-11-19T05:00,2.7,87,1009.0,10.7,220,3,0.00
2025-11-19T06:00,2.7,86,1008.8,10.2,219,5,0.00
2025-11-19T07:00,2.6,86,1009.0,9.2,206,3,0.00
2025-11-19T08:00,2.5,85,1009.3,11.1,205,0,0.00
2025-11-19T09:00,2.6,82,1008.6,11.3,197,0,0.00
2025-11-19T10:00,3.2,79,1008.1,10.7,194,0,0.00
2025-11-19T11:00,4.1,76,1007.2,11.5,180,0,0.00
2025-11-19T12:00,5.2,67,1007.2,11.9,178,0,0.00
2025-11-19T13:00,5.7,66,1005.6,12.6,175,18,0.00
2025-11-19T14:00,5.5,68,1005.3,15.5,181,73,0.10
2025-11-19T15:00,4.5,80,1005.1,14.9,188,100,0.70
2025-11-19T16:00,4.0,82,1004.8,13.1,189,63,0.20
2025-11-19T17:00,4.0,84,1004.3,11.6,175,15,0.00
2025-11-19T18:00,4.1,85,1004.1,11.6,173,3,0.00
2025-11-19T19:00,4.1,86,1004.0,9.7,182,0,0.00
2025-11-19T20:00,4.1,87,1003.8,8.7,163,5,0.00
2025-11-19T21:00,4.0,78,1003.9,10.3,168,33,0.00
2025-11-19T22:00,3.9,79,1002.8,13.4,185,68,0.10
2025-11-19T23:00,3.7,79,1002.5,11.2,176,85,0.00
2025-11-20T00:00,4.0,72,1002.5,10.9,171,85,0.00
2025-11-20T01:00,2.6,87,1002.0,11.9,178,95,0.70
2025-11-20T02:00,2.5,88,1001.8,12.6,178,100,0.70
2025-11-20T03:00,2.0,91,1001.7,12.6,182,93,0.80
2025-11-20T04:00,1.9,91,1000.9,12.3,185,93,0.40
2025-11-20T05:00,1.9,91,1001.2,11.7,191,73,0.20
2025-11-20T06:00,1.9,88,1000.3,12.7,187,33,0.00
2025-11-20T07:00,2.4,86,1000.7,10.4,182,15,0.00
2025-11-20T08:00,2.8,84,1001.0,14.7,202,38,0.00
2025-11-20T09:00,3.2,84,1001.6,12.2,225,75,0.40
2025-11-20T10:00,3.5,83,1001.8,11.5,250,80,0.00
2025-11-20T11:00,3.3,83,1002.3,13.0,267,75,0.00
2025-11-20T12:00,3.0,85,1003.2,12.6,268,60,0.00
2025-11-20T13:00,2.8,83,1003.8,11.9,275,88,0.10
2025-11-20T14:00,3.4,79,1005.4,16.2,291,28,0.00
2025-11-20T15:00,3.7,78,1006.6,16.3,288,15,0.00
2025-11-20T16:00,3.2,79,1007.8,16.9,286,3,0.00
2025-11-20T17:00,2.7,82,1009.0,15.0,281,3,0.00
2025-11-20T18:00,1.9,85,1010.7,14.8,269,0,0.00
2025-11-20T19:00,1.5,84,1011.2,13.7,273,0,0.00
2025-11-20T20:00,0.9,85,1012.2,12.3,265,0,0.00
2025-11-20T21:00,0.3,86,1013.6,12.3,265,0,0.00
2025-11-20T22:00,0.1,87,1013.6,12.2,272,0,0.00
2025-11-20T23:00,0.1,84,1014.2,11.4,283,0,0.00
2025-11-21T00:00,-0.4,86,1014.9,8.6,270,0,0.00
2025-11-21T01:00,-1.0,89,1015.7,8.6,270,0,0.00
2025-11-21T02:00,-1.2,91,1016.2,7.0,258,0,0.00
2025-11-21T03:00,-1.8,91,1016.2,7.2,270,0,0.00
2025-11-21T04:00,-2.0,91,1016.7,7.3,259,0,0.00
2025-11-21T05:00,-2.2,91,1017.6,7.0,249,0,0.00
2025-11-21T06:00,-2.7,91,1018.5,7.9,273,0,0.00
2025-11-21T07:00,-2.8,89,1019.0,6.9,261,0,0.00
2025-11-21T08:00,-2.5,86,1020.3,6.9,264,0,0.00
2025-11-21T09:00,-1.6,82,1021.2,7.2,264,0,0.00
2025-11-21T10:00,-0.8,78,1021.6,7.6,275,0,0.00
2025-11-21T11:00,0.1,76,1021.5,9.0,293,0,0.00
2025-11-21T12:00,1.5,73,1021.8,9.0,293,0,0.00
2025-11-21T13:00,2.0,72,1021.7,9.4,302,0,0.00
2025-11-21T14:00,2.0,73,1022.3,10.5,308,0,0.00
2025-11-21T15:00,1.6,75,1023.1,8.0,297,0,0.00
2025-11-21T16:00,1.0,80,1023.5,6.2,277,0,0.00
2025-11-21T17:00,0.5,82,1023.7,7.0,291,0,0.00
2025-11-21T18:00,0.0,85,1024.7,6.2,277,0,0.00
